Nome file,Classe,Sottoclasse,Ampiezza del segnale,Durata,Frequenza,Numero di canali,Fase,Frequenza massima interna,Bit Depth,n_fft,Forma d'onda
61025009,Non-Target,Atlantic Spotted Dolphin,0.9740906,2.646031746031746,44100,1,0.24685669,0.0,Signed 16 bit PCM,2048,"(116690,)"
6102500A,Non-Target,Atlantic Spotted Dolphin,0.98779297,3.5280045351473923,44100,1,0.1217041,0.0,Signed 16 bit PCM,2048,"(155585,)"
6102500B,Non-Target,Atlantic Spotted Dolphin,0.7165222,1.222721088435374,44100,1,0.07778931,0.0,Signed 16 bit PCM,2048,"(53922,)"
6102500C,Non-Target,Atlantic Spotted Dolphin,0.9515686,1.5208163265306123,44100,1,0.07699585,0.0,Signed 16 bit PCM,2048,"(67068,)"
6102500D,Non-Target,Atlantic Spotted Dolphin,0.85305786,1.2324943310657597,44100,1,0.029815674,0.0,Signed 16 bit PCM,2048,"(54353,)"
6102500E,Non-Target,Atlantic Spotted Dolphin,0.98599243,1.1168480725623582,44100,1,0.03970337,0.0,Signed 16 bit PCM,2048,"(49253,)"
6102500F,Non-Target,Atlantic Spotted Dolphin,0.9999695,1.166485260770975,44100,1,0.06436157,0.0,Signed 16 bit PCM,2048,"(51442,)"
6102500G,Non-Target,Atlantic Spotted Dolphin,0.9017334,1.457437641723356,44100,1,0.10571289,0.0,Signed 16 bit PCM,2048,"(64273,)"
6102500H,Non-Target,Atlantic Spotted Dolphin,0.9378052,1.096780045351474,44100,1,0.059570312,0.0,Signed 16 bit PCM,2048,"(48368,)"
6102500I,Non-Target,Atlantic Spotted Dolphin,0.9999695,1.7937414965986394,44100,1,0.09719849,0.0,Signed 16 bit PCM,2048,"(79104,)"
6102500J,Non-Target,Atlantic Spotted Dolphin,0.88101196,1.4621995464852608,44100,1,0.083618164,0.0,Signed 16 bit PCM,2048,"(64483,)"
6102500K,Non-Target,Atlantic Spotted Dolphin,0.75930786,0.8645804988662131,44100,1,0.015808105,0.0,Signed 16 bit PCM,2048,"(38128,)"
6102500M,Non-Target,Atlantic Spotted Dolphin,1.0,0.9821995464852608,44100,1,0.04159546,0.0,Signed 16 bit PCM,2048,"(43315,)"
6102500N,Non-Target,Atlantic Spotted Dolphin,1.0,1.8723356009070296,44100,1,-0.004058838,0.0,Signed 16 bit PCM,2048,"(82570,)"
6102500O,Non-Target,Atlantic Spotted Dolphin,0.8088379,1.3301814058956916,44100,1,0.045440674,0.0,Signed 16 bit PCM,2048,"(58661,)"
6102500P,Non-Target,Atlantic Spotted Dolphin,0.9456787,1.3526303854875283,44100,1,0.047973633,0.0,Signed 16 bit PCM,2048,"(59651,)"
6102500Q,Non-Target,Atlantic Spotted Dolphin,0.87942505,1.451111111111111,44100,1,0.09503174,0.0,Signed 16 bit PCM,2048,"(63994,)"
6102500R,Non-Target,Atlantic Spotted Dolphin,0.9999695,58.62319727891156,44100,1,0.19876099,0.0,Signed 16 bit PCM,2048,"(2585283,)"
61026001,Non-Target,Atlantic Spotted Dolphin,1.0,1.9212018140589568,44100,1,-0.0036315918,0.0,Signed 16 bit PCM,2048,"(84725,)"
61026002,Non-Target,Atlantic Spotted Dolphin,0.9951477,1.7978231292517006,44100,1,-0.0345459,0.0,Signed 16 bit PCM,2048,"(79284,)"
61026004,Non-Target,Atlantic Spotted Dolphin,0.9999695,1.6121995464852608,44100,1,0.011688232,0.0,Signed 16 bit PCM,2048,"(71098,)"
6102600F,Non-Target,Atlantic Spotted Dolphin,0.9962158,1.6651473922902493,44100,1,0.020904541,0.0,Signed 16 bit PCM,2048,"(73433,)"
6102600G,Non-Target,Atlantic Spotted Dolphin,0.9880371,1.6824489795918367,44100,1,0.013458252,0.0,Signed 16 bit PCM,2048,"(74196,)"
6102601Y,Non-Target,Atlantic Spotted Dolphin,0.9614868,1.5510204081632653,44100,1,0.007080078,0.0,Signed 16 bit PCM,2048,"(68400,)"
6102601Z,Non-Target,Atlantic Spotted Dolphin,1.0,1.339501133786848,44100,1,0.015533447,0.0,Signed 16 bit PCM,2048,"(59072,)"
61026020,Non-Target,Atlantic Spotted Dolphin,1.0,1.4241043083900227,44100,1,0.015472412,0.0,Signed 16 bit PCM,2048,"(62803,)"
61026021,Non-Target,Atlantic Spotted Dolphin,0.957428,1.5369160997732427,44100,1,0.0010375977,0.0,Signed 16 bit PCM,2048,"(67778,)"
6102602I,Non-Target,Atlantic Spotted Dolphin,0.98532104,1.2408163265306122,44100,1,0.0046081543,0.0,Signed 16 bit PCM,2048,"(54720,)"
6102602J,Non-Target,Atlantic Spotted Dolphin,0.9805603,1.5792290249433107,44100,1,0.0015563965,0.0,Signed 16 bit PCM,2048,"(69644,)"
6102602K,Non-Target,Atlantic Spotted Dolphin,1.0,1.4382086167800454,44100,1,0.0076293945,0.0,Signed 16 bit PCM,2048,"(63425,)"
6102602T,Non-Target,Atlantic Spotted Dolphin,0.9977722,1.7907256235827664,44100,1,-0.01651001,0.0,Signed 16 bit PCM,2048,"(78971,)"
6102602U,Non-Target,Atlantic Spotted Dolphin,0.9815674,1.6920181405895691,44100,1,-0.0008544922,0.0,Signed 16 bit PCM,2048,"(74618,)"
6102602V,Non-Target,Atlantic Spotted Dolphin,0.9999695,1.254920634920635,44100,1,0.010437012,0.0,Signed 16 bit PCM,2048,"(55342,)"
6102602W,Non-Target,Atlantic Spotted Dolphin,1.0,1.142108843537415,44100,1,0.0037841797,0.0,Signed 16 bit PCM,2048,"(50367,)"
61026031,Non-Target,Atlantic Spotted Dolphin,0.99108887,1.494625850340136,44100,1,0.0012817383,0.0,Signed 16 bit PCM,2048,"(65913,)"
61026036,Non-Target,Atlantic Spotted Dolphin,0.9762268,1.3677097505668934,44100,1,-0.0018310547,0.0,Signed 16 bit PCM,2048,"(60316,)"
6102603A,Non-Target,Atlantic Spotted Dolphin,1.0,1.3959183673469389,44100,1,-0.013580322,0.0,Signed 16 bit PCM,2048,"(61560,)"
6102603C,Non-Target,Atlantic Spotted Dolphin,0.9977112,1.6074149659863946,44100,1,-0.0063171387,0.0,Signed 16 bit PCM,2048,"(70887,)"
6102603E,Non-Target,Atlantic Spotted Dolphin,1.0,1.5087301587301587,44100,1,0.040985107,0.0,Signed 16 bit PCM,2048,"(66535,)"
6102603F,Non-Target,Atlantic Spotted Dolphin,0.9771118,1.3959183673469389,44100,1,-0.019683838,0.0,Signed 16 bit PCM,2048,"(61560,)"
6102603I,Non-Target,Atlantic Spotted Dolphin,1.0,1.311315192743764,44100,1,-0.012329102,0.0,Signed 16 bit PCM,2048,"(57829,)"
6102603L,Non-Target,Atlantic Spotted Dolphin,0.9736023,1.4382086167800454,44100,1,0.04095459,0.0,Signed 16 bit PCM,2048,"(63425,)"
6102603O,Non-Target,Atlantic Spotted Dolphin,1.0,1.2486167800453514,44100,1,-0.01687622,0.0,Signed 16 bit PCM,2048,"(55064,)"
6102603S,Non-Target,Atlantic Spotted Dolphin,0.9999695,1.2980725623582767,44100,1,-0.01977539,0.0,Signed 16 bit PCM,2048,"(57245,)"
6102603V,Non-Target,Atlantic Spotted Dolphin,0.90631104,1.4835147392290249,44100,1,0.016448975,0.0,Signed 16 bit PCM,2048,"(65423,)"
6102603W,Non-Target,Atlantic Spotted Dolphin,0.9635925,1.384625850340136,44100,1,-0.008880615,0.0,Signed 16 bit PCM,2048,"(61062,)"
6102603X,Non-Target,Atlantic Spotted Dolphin,1.0,1.3104308390022676,44100,1,0.0036621094,0.0,Signed 16 bit PCM,2048,"(57790,)"
6102603Z,Non-Target,Atlantic Spotted Dolphin,0.9779053,1.384625850340136,44100,1,0.024841309,0.0,Signed 16 bit PCM,2048,"(61062,)"
6102604J,Non-Target,Atlantic Spotted Dolphin,1.0,1.9292290249433106,44100,1,-0.02734375,0.0,Signed 16 bit PCM,2048,"(85079,)"
6102604K,Non-Target,Atlantic Spotted Dolphin,0.9993286,1.6708390022675736,44100,1,-0.014007568,0.0,Signed 16 bit PCM,2048,"(73684,)"
6102604L,Non-Target,Atlantic Spotted Dolphin,1.0,1.7569614512471656,44100,1,-0.01361084,0.0,Signed 16 bit PCM,2048,"(77482,)"
Stfr-Multisound-NOAA-PAGroup-01-atlantic-spotted-dolphin-clip,Non-Target,Atlantic Spotted Dolphin,0.9968567,4.865918367346938,44100,1,0.010864258,0.0,Signed 16 bit PCM,2048,"(214587,)"
Laac-whistles-NOAA-PAGroup-01-atlantic-white-sided-dolphin-clip,Non-Target,Atlantic white-sided dolphin,0.96936035,12.013673469387754,44100,1,0.010955811,0.0,Signed 16 bit PCM,2048,"(529803,)"
Aust.-fur-seal-ia-male-bark,Non-Target,Australian Fur Seal,1.0,6.260884353741496,44100,1,0.0138549805,0.0,Signed 16 bit PCM,2048,"(276105,)"
Aust.-sea-lion-ia-male-bark,Non-Target,Australian Sea Lion,1.0,7.0929024943310655,44100,1,0.06774902,0.0,Signed 16 bit PCM,2048,"(312797,)"
Orcaella_heinsohni_Chandra-Roebuck-clipped_T0116_1to30sec-copy,Non-Target,Australian Snubfin Dolphin,1.0,3.0899773242630384,44100,1,0.007873535,0.0,Signed 16 bit PCM,2048,"(136268,)"
Bar-Jack,Non-Target,Bar jack,1.0,8.521746031746032,44100,1,-3.0517578e-05,0.0,Signed 16 bit PCM,2048,"(375809,)"
Barred-Grunt,Non-Target,Barred Grunt,0.9998474,7.94124716553288,44100,1,0.0,0.0,Signed 16 bit PCM,2048,"(350209,)"
66038001,Non-Target,Bearded Seal,0.99838257,3.90578231292517,44100,1,0.13031006,0.0,Signed 16 bit PCM,2048,"(172245,)"
66038002,Non-Target,Bearded Seal,0.9999695,6.109115646258504,44100,1,-0.050445557,0.0,Signed 16 bit PCM,2048,"(269412,)"
66038003,Non-Target,Bearded Seal,0.9996948,6.539818594104308,44100,1,0.013580322,0.0,Signed 16 bit PCM,2048,"(288406,)"
66038004,Non-Target,Bearded Seal,0.9979553,8.174784580498866,44100,1,0.017059326,0.0,Signed 16 bit PCM,2048,"(360508,)"
66038005,Non-Target,Bearded Seal,0.99942017,8.174784580498866,44100,1,-0.011260986,0.0,Signed 16 bit PCM,2048,"(360508,)"
66038007,Non-Target,Bearded Seal,0.9999695,8.037006802721088,44100,1,-0.039367676,0.0,Signed 16 bit PCM,2048,"(354432,)"
70025001,Non-Target,Bearded Seal,1.0,2.8359410430839,44100,1,0.036376953,0.0,Signed 16 bit PCM,2048,"(125065,)"
70025002,Non-Target,Bearded Seal,1.0,2.7046938775510205,44100,1,0.039276123,0.0,Signed 16 bit PCM,2048,"(119277,)"
70025003,Non-Target,Bearded Seal,1.0,2.8359410430839,44100,1,-0.05581665,0.0,Signed 16 bit PCM,2048,"(125065,)"
70025004,Non-Target,Bearded Seal,0.9996338,2.8359410430839,44100,1,-0.033233643,0.0,Signed 16 bit PCM,2048,"(125065,)"
70025005,Non-Target,Bearded Seal,0.9835205,1.4179818594104308,44100,1,0.09780884,0.0,Signed 16 bit PCM,2048,"(62533,)"
70025006,Non-Target,Bearded Seal,0.9999695,2.5640816326530613,44100,1,0.27069092,0.0,Signed 16 bit PCM,2048,"(113076,)"
70025007,Non-Target,Bearded Seal,0.9999695,2.1046938775510204,44100,1,-0.012268066,0.0,Signed 16 bit PCM,2048,"(92817,)"
70025008,Non-Target,Bearded Seal,0.99365234,1.3218820861678005,44100,1,0.055480957,0.0,Signed 16 bit PCM,2048,"(58295,)"
70025009,Non-Target,Bearded Seal,0.9999695,1.9921995464852609,44100,1,0.07696533,0.0,Signed 16 bit PCM,2048,"(87856,)"
71012001,Non-Target,Bearded Seal,0.9999695,1.4179818594104308,44100,1,0.021240234,0.0,Signed 16 bit PCM,2048,"(62533,)"
71012002,Non-Target,Bearded Seal,1.0,1.4179818594104308,44100,1,0.0234375,0.0,Signed 16 bit PCM,2048,"(62533,)"
71012003,Non-Target,Bearded Seal,0.9969177,0.75,44100,1,0.1078186,0.0,Signed 16 bit PCM,2048,"(33075,)"
71012004,Non-Target,Bearded Seal,1.0,0.75,44100,1,-0.0046081543,0.0,Signed 16 bit PCM,2048,"(33075,)"
71012005,Non-Target,Bearded Seal,1.0,0.75,44100,1,-0.030975342,0.0,Signed 16 bit PCM,2048,"(33075,)"
71012006,Non-Target,Bearded Seal,0.9999695,1.1343764172335602,44100,1,0.027008057,0.0,Signed 16 bit PCM,2048,"(50026,)"
71012007,Non-Target,Bearded Seal,1.0,1.2093877551020409,44100,1,-0.03942871,0.0,Signed 16 bit PCM,2048,"(53334,)"
71012008,Non-Target,Bearded Seal,1.0,0.8367346938775511,44100,1,0.022644043,0.0,Signed 16 bit PCM,2048,"(36900,)"
71012009,Non-Target,Bearded Seal,1.0,0.8367346938775511,44100,1,-0.017181396,0.0,Signed 16 bit PCM,2048,"(36900,)"
78018001,Non-Target,Bearded Seal,0.9999695,40.87501133786848,44100,1,0.030822754,0.0,Signed 16 bit PCM,2048,"(1802588,)"
78018005,Non-Target,Bearded Seal,0.9999695,11.3437641723356,44100,1,-0.0970459,0.0,Signed 16 bit PCM,2048,"(500260,)"
7801800M,Non-Target,Bearded Seal,0.9999695,11.306258503401361,44100,1,0.10586548,0.0,Signed 16 bit PCM,2048,"(498606,)"
Bearded_Seal,Non-Target,Bearded Seal,1.0,53.12727891156462,44100,1,0.0,0.0,Signed 16 bit PCM,2048,"(2342913,)"
Erba-Multisound-Cornell-OrnithologyLab-01-bearded-seal-clip,Non-Target,Bearded Seal,0.9999695,55.72800453514739,44100,1,-0.0057678223,0.0,Signed 16 bit PCM,2048,"(2457605,)"
62018001,Non-Target,"Beluga, White Whale",0.9999695,1.863514739229025,44100,1,0.045776367,0.0,Signed 16 bit PCM,2048,"(82181,)"
62018002,Non-Target,"Beluga, White Whale",0.9999695,2.5571201814058955,44100,1,-0.06817627,0.0,Signed 16 bit PCM,2048,"(112769,)"
62019001,Non-Target,"Beluga, White Whale",1.0,4.2588208616780046,44100,1,0.00680542,0.0,Signed 16 bit PCM,2048,"(187814,)"
62019007,Non-Target,"Beluga, White Whale",1.0,5.168571428571428,44100,1,-0.05206299,0.0,Signed 16 bit PCM,2048,"(227934,)"
6202200E,Non-Target,"Beluga, White Whale",0.9071655,3.332312925170068,44100,1,-0.042663574,0.0,Signed 16 bit PCM,2048,"(146955,)"
6202200F,Non-Target,"Beluga, White Whale",0.99328613,1.549092970521542,44100,1,0.0056762695,0.0,Signed 16 bit PCM,2048,"(68315,)"
6202200G,Non-Target,"Beluga, White Whale",0.9925537,4.17891156462585,44100,1,-0.022094727,0.0,Signed 16 bit PCM,2048,"(184290,)"
6202200P,Non-Target,"Beluga, White Whale",0.9883728,1.2548526077097506,44100,1,-0.021575928,0.0,Signed 16 bit PCM,2048,"(55339,)"
6202200Q,Non-Target,"Beluga, White Whale",0.9999695,4.4130839002267575,44100,1,-0.010498047,0.0,Signed 16 bit PCM,2048,"(194617,)"
6202200T,Non-Target,"Beluga, White Whale",0.97125244,4.737301587301587,44100,1,0.038238525,0.0,Signed 16 bit PCM,2048,"(208915,)"
6202200W,Non-Target,"Beluga, White Whale",0.98376465,1.3052380952380953,44100,1,0.07751465,0.0,Signed 16 bit PCM,2048,"(57561,)"
6202200Z,Non-Target,"Beluga, White Whale",0.95803833,1.9665532879818595,44100,1,0.040374756,0.0,Signed 16 bit PCM,2048,"(86725,)"
62022012,Non-Target,"Beluga, White Whale",0.98394775,1.089591836734694,44100,1,-0.20715332,0.0,Signed 16 bit PCM,2048,"(48051,)"
62022013,Non-Target,"Beluga, White Whale",0.9944763,1.6742403628117914,44100,1,0.035308838,0.0,Signed 16 bit PCM,2048,"(73834,)"
62022014,Non-Target,"Beluga, White Whale",0.9999695,1.5280725623582767,44100,1,0.06719971,0.0,Signed 16 bit PCM,2048,"(67388,)"
62022016,Non-Target,"Beluga, White Whale",0.99645996,1.7008163265306122,44100,1,-0.006439209,0.0,Signed 16 bit PCM,2048,"(75006,)"
62022017,Non-Target,"Beluga, White Whale",0.96347046,2.3519047619047617,44100,1,-0.20031738,0.0,Signed 16 bit PCM,2048,"(103719,)"
62022018,Non-Target,"Beluga, White Whale",0.99172974,2.4980725623582765,44100,1,0.07128906,0.0,Signed 16 bit PCM,2048,"(110165,)"
62026001,Non-Target,"Beluga, White Whale",0.9999695,2.1258049886621313,44100,1,-0.021972656,0.0,Signed 16 bit PCM,2048,"(93748,)"
62026002,Non-Target,"Beluga, White Whale",0.9999695,4.382721088435374,44100,1,0.03201294,0.0,Signed 16 bit PCM,2048,"(193278,)"
62026003,Non-Target,"Beluga, White Whale",0.9999695,5.870113378684807,44100,1,-0.02218628,0.0,Signed 16 bit PCM,2048,"(258872,)"
62026006,Non-Target,"Beluga, White Whale",0.993042,3.897437641723356,44100,1,-0.015930176,0.0,Signed 16 bit PCM,2048,"(171877,)"
62026007,Non-Target,"Beluga, White Whale",0.99502563,2.7570748299319727,44100,1,-0.010650635,0.0,Signed 16 bit PCM,2048,"(121587,)"
62026009,Non-Target,"Beluga, White Whale",1.0,8.7318820861678,44100,1,-0.016723633,0.0,Signed 16 bit PCM,2048,"(385076,)"
6202600A,Non-Target,"Beluga, White Whale",0.9999695,2.007392290249433,44100,1,-0.004547119,0.0,Signed 16 bit PCM,2048,"(88526,)"
6202600B,Non-Target,"Beluga, White Whale",0.9999695,2.0701360544217686,44100,1,-0.009796143,0.0,Signed 16 bit PCM,2048,"(91293,)"
6202600C,Non-Target,"Beluga, White Whale",0.9999695,2.0034467120181407,44100,1,-0.17456055,0.0,Signed 16 bit PCM,2048,"(88352,)"
6202600D,Non-Target,"Beluga, White Whale",0.9999695,2.654625850340136,44100,1,0.0015563965,0.0,Signed 16 bit PCM,2048,"(117069,)"
63015001,Non-Target,"Beluga, White Whale",0.997345,4.326485260770975,44100,1,-0.09777832,0.0,Signed 16 bit PCM,2048,"(190798,)"
63015002,Non-Target,"Beluga, White Whale",1.0,4.078639455782313,44100,1,0.12161255,0.0,Signed 16 bit PCM,2048,"(179868,)"
63015003,Non-Target,"Beluga, White Whale",1.0,2.3434467120181406,44100,1,-0.06411743,0.0,Signed 16 bit PCM,2048,"(103346,)"
63015004,Non-Target,"Beluga, White Whale",0.9997864,3.004489795918367,44100,1,-0.024505615,0.0,Signed 16 bit PCM,2048,"(132498,)"
63015005,Non-Target,"Beluga, White Whale",0.9805908,2.917120181405896,44100,1,0.12768555,0.0,Signed 16 bit PCM,2048,"(128645,)"
63015006,Non-Target,"Beluga, White Whale",0.9999695,4.389501133786848,44100,1,-0.12408447,0.0,Signed 16 bit PCM,2048,"(193577,)"
65030001,Non-Target,"Beluga, White Whale",0.9864197,1.2223582766439909,44100,1,-0.036254883,0.0,Signed 16 bit PCM,2048,"(53906,)"
65030009,Non-Target,"Beluga, White Whale",1.0,3.3699092970521543,44100,1,0.16067505,0.0,Signed 16 bit PCM,2048,"(148613,)"
6503000F,Non-Target,"Beluga, White Whale",0.9954529,1.3712698412698412,44100,1,0.04638672,0.0,Signed 16 bit PCM,2048,"(60473,)"
6503000G,Non-Target,"Beluga, White Whale",0.99365234,0.522312925170068,44100,1,0.23742676,0.0,Signed 16 bit PCM,2048,"(23034,)"
6503000H,Non-Target,"Beluga, White Whale",0.9944153,0.6142630385487529,44100,1,-0.22964478,0.0,Signed 16 bit PCM,2048,"(27089,)"
6503000I,Non-Target,"Beluga, White Whale",0.9884033,0.6408616780045352,44100,1,-0.35049438,0.0,Signed 16 bit PCM,2048,"(28262,)"
65033002,Non-Target,"Beluga, White Whale",1.0,1.0617233560090702,44100,1,0.027374268,0.0,Signed 16 bit PCM,2048,"(46822,)"
65033003,Non-Target,"Beluga, White Whale",0.92910767,0.8039229024943311,44100,1,-0.021697998,0.0,Signed 16 bit PCM,2048,"(35453,)"
65033004,Non-Target,"Beluga, White Whale",0.8993225,1.28437641723356,44100,1,0.019195557,0.0,Signed 16 bit PCM,2048,"(56641,)"
65033007,Non-Target,"Beluga, White Whale",0.941864,1.4179818594104308,44100,1,0.0093688965,0.0,Signed 16 bit PCM,2048,"(62533,)"
6503300C,Non-Target,"Beluga, White Whale",0.99002075,1.4179818594104308,44100,1,-0.049316406,0.0,Signed 16 bit PCM,2048,"(62533,)"
6503300D,Non-Target,"Beluga, White Whale",0.9914551,1.3148526077097507,44100,1,-0.078308105,0.0,Signed 16 bit PCM,2048,"(57985,)"
6503300E,Non-Target,"Beluga, White Whale",0.9864807,5.6718820861678,44100,1,-0.08432007,0.0,Signed 16 bit PCM,2048,"(250130,)"
6503300H,Non-Target,"Beluga, White Whale",0.9999695,1.40859410430839,44100,1,0.10614014,0.0,Signed 16 bit PCM,2048,"(62119,)"
6503300J,Non-Target,"Beluga, White Whale",0.9999695,1.3898639455782313,44100,1,-0.0134887695,0.0,Signed 16 bit PCM,2048,"(61293,)"
6503300K,Non-Target,"Beluga, White Whale",1.0,2.8359410430839,44100,1,-0.07647705,0.0,Signed 16 bit PCM,2048,"(125065,)"
BelugasHunting,Non-Target,"Beluga, White Whale",0.99993896,10.634761904761906,44100,1,0.0,0.0,Signed 16 bit PCM,2048,"(468993,)"
Dele-multisound-NOAA-Castellote-01-beluga-clip,Non-Target,"Beluga, White Whale",1.0,30.617097505668934,44100,1,-0.008392334,0.0,Signed 16 bit PCM,2048,"(1350214,)"
Black-Drum,Non-Target,Black Drum,0.9999695,5.712131519274377,44100,1,-3.0517578e-05,0.0,Signed 16 bit PCM,2048,"(251905,)"
SanctSound_FK01_01_blackgrouper_20190120T115740Z,Non-Target,Black grouper,0.9678345,5.000022675736961,44100,1,-0.00015258789,0.0,Signed 16 bit PCM,2048,"(220501,)"
ABW_Bremer_Bay_2015,Non-Target,Blue whale,0.99993896,35.00018140589569,44100,1,-3.0517578e-05,0.0,Signed 16 bit PCM,2048,"(1543508,)"
Cornell-NY-LongIsland-20090123-000000-LPfilter20-amplified-x8speed-blue-clip-fixed,Non-Target,Blue whale,1.0,743.7280045351474,44100,1,-0.004547119,0.0,Signed 16 bit PCM,2048,"(32798405,)"
SanctSound_CI05_03_bluewhale_20190926T230959Z,Non-Target,Blue whale,0.99679565,27.0,44100,1,0.16043091,0.0,Signed 16 bit PCM,2048,"(1190700,)"
SanctSound_MB01_01_bluewhale_20181123T203257Z,Non-Target,Blue whale,0.9999695,60.0,44100,1,0.17050171,0.0,Signed 16 bit PCM,2048,"(2646000,)"
SanctSound_MB01_04_bluewhaleAcall_20200124T031012Z,Non-Target,Blue whale,0.9999695,60.0,44100,1,0.410614,0.0,Signed 16 bit PCM,2048,"(2646000,)"
SanctSound_MB01_04_bluewhaleBcall_20200118T042613Z,Non-Target,Blue whale,1.0,130.0,44100,1,0.2414856,0.0,Signed 16 bit PCM,2048,"(5733000,)"
SanctSound_OC02_02_bluewhale_20191028T005013Z,Non-Target,Blue whale,0.9989929,60.0,44100,1,-0.029266357,0.0,Signed 16 bit PCM,2048,"(2646000,)"
SanctSound_CI01_01_bocaccio_20181101T100353Z,Non-Target,Bocaccio,0.9999695,5.43750566893424,44100,1,0.0008544922,0.0,Signed 16 bit PCM,2048,"(239794,)"
SanctSound_MB01_01_bocaccio_20181217T034855Z,Non-Target,Bocaccio,1.0,54.509795918367345,44100,1,0.0,0.0,Signed 16 bit PCM,2048,"(2403882,)"
SanctSound_MB02_04_bocaccio_20200320T101052Z,Non-Target,Bocaccio,1.0,15.0,44100,1,-3.0517578e-05,0.0,Signed 16 bit PCM,2048,"(661500,)"
51041C01,Non-Target,Bottlenose Dolphin,0.9999695,0.9715419501133787,44100,1,-0.08041382,0.0,Signed 16 bit PCM,2048,"(42845,)"
56006001,Non-Target,Bottlenose Dolphin,0.9999695,0.9748072562358276,44100,1,0.050445557,0.0,Signed 16 bit PCM,2048,"(42989,)"
56006002,Non-Target,Bottlenose Dolphin,0.9999695,1.2185034013605442,44100,1,-0.108306885,0.0,Signed 16 bit PCM,2048,"(53736,)"
56006003,Non-Target,Bottlenose Dolphin,0.97802734,1.1716326530612244,44100,1,0.10180664,0.0,Signed 16 bit PCM,2048,"(51669,)"
